0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-612.8108,91.1305,3.6563616,14.375622,5.6840687,6.5952787,-7.8155255,-7.7080708,-12.261244,-7.313222,2.3346727,0.59225416,-0.21268322,-6.798617,1.2515186,-2.2120385,-6.8001466,-3.5448706,-2.9908335,-0.8893136,-10.403039,-0.67418295,-2.0957518,-6.423266,-3.4163203,0.2691767,-7.55689,1.7350616,-6.386213,-0.40796492,-5.87651,-3.08544,-4.0128646,-3.9857943,-6.4035287,-0.74637496,-2.5170267,-4.6693926,-6.886883,-3.9473896,calm
-615.4578,86.49379,-5.1948757,19.32302,8.7544775,3.514633,-6.1018257,-11.22689,-13.208188,-5.2027082,4.885494,-1.474036,-0.51255983,-7.3895626,-0.6607963,0.08569512,-6.241501,-3.1982992,-0.8431406,-0.18877523,-9.285505,-2.1676736,-2.014457,-5.0593767,-1.6729465,-0.6057876,-5.6028285,1.131764,-3.6940224,-1.1742232,-5.8070245,-4.0277047,-5.182002,-3.6595757,-5.8025265,-0.84912854,-2.1770391,-4.197674,-6.0780406,-5.1339254,calm
-616.1367,73.989075,-5.612793,14.566868,4.5197744,-3.8280938,-7.0307326,-8.178227,-13.892967,-3.1425695,-1.8347381,-8.218003,1.0897971,-5.7070174,-2.9523382,2.3759916,-9.5676365,-3.492208,-3.0170002,-3.032112,-6.996414,-0.15401071,-3.6122756,-5.5995774,-3.2356381,-2.3165612,-6.115536,0.20279561,-4.83521,-1.3289824,-3.4196997,-3.182158,-3.0847425,-4.359793,-4.9631405,-2.792226,-2.9150474,-0.92296064,-2.413197,-0.969556,happy
-601.02,73.71425,-7.1425004,18.018578,7.6638527,-1.9836943,-7.730342,-5.682049,-16.004135,-1.6102892,0.20392558,-7.5068245,3.8738563,-4.734559,-2.736714,3.6645715,-9.231105,-3.2308083,0.37015224,-2.0413215,-7.295741,-0.16759636,-4.372072,-6.5829487,-0.7343604,-1.3135662,-4.2466035,-0.7706641,-4.478012,-1.4435349,-1.8944819,-4.020631,-1.9677854,-3.4679806,-3.627612,-1.8587615,-1.3443514,-2.3628929,-2.7604785,-1.1814468,happy
-624.1426,73.20094,-2.9849498,15.253688,2.0333552,-0.27825752,-6.6547213,-8.6123905,-16.168875,-3.9341974,2.776278,-8.272647,2.255594,-4.7822733,-0.72194105,1.905955,-7.9459333,-2.3812857,-1.1908726,-3.9018831,-5.922452,-2.3207674,-2.8354514,-4.4529524,-2.9136252,-0.5198487,-6.052693,1.4038392,-3.1976666,-0.87107694,-2.8846624,-2.7405617,-2.8686135,-4.4013195,-4.2753286,-2.1497471,-2.0675006,-1.4099271,-4.3288116,-2.6689928,happy
-607.8641,69.66942,-0.6958226,21.833483,2.0618677,-0.17839274,-3.9301245,-8.634003,-17.164713,-5.2714367,0.26509506,-6.399935,2.693739,-5.658616,-1.4491729,1.0056691,-9.389977,-3.1343074,-1.9691657,-3.5088246,-7.084035,-2.0347242,-3.3759427,-5.431683,-3.6853795,0.09807895,-7.9559784,0.37868938,-4.865133,-0.8170768,-3.7811697,-2.7363658,-3.5359163,-3.682557,-4.62905,-2.297451,-2.856305,-3.0255582,-5.650544,-2.42604,happy
-559.3498,59.434597,-7.3483286,6.731324,-1.6105076,-1.6446797,-15.297956,-10.8014145,-12.724634,-10.259271,-0.9808684,-8.853123,-2.5251477,-4.815952,-7.831818,-0.68551916,-9.563294,-4.254345,-3.7189467,-6.3081384,-6.753067,-3.7187629,-5.278647,-6.0989165,-4.4028516,-1.8027309,-2.3074837,3.2584708,0.9699653,0.8144748,-2.7980423,-1.4597548,-1.7789572,1.6586231,1.4441358,6.1974277,2.7241247,0.9207121,-1.577102,-0.9087699,happy
-525.63245,65.39656,-13.422568,7.114838,2.4793038,-2.8943148,-13.134979,-8.312349,-17.194006,-9.487422,3.2600133,-9.445167,-1.7099078,-2.532083,-7.8684645,0.45009577,-8.710567,-6.723274,-2.7868094,-5.5558443,-7.425419,-4.9995346,-4.182294,-5.460987,-2.7530372,1.0446013,-5.280776,0.8361202,-1.1316181,-3.0014799,-1.3383191,1.9318854,1.0149285,1.7291298,-0.4041923,4.946807,4.8868237,6.389383,2.1026232,0.05458685,happy
-460.33026,63.159615,-13.468573,9.937035,-0.075394385,-3.2403307,-13.81861,-12.049683,-23.861622,-6.4673867,-0.10421712,-12.272019,0.17549784,-5.2150364,-9.269622,2.2708852,-12.546608,-5.184422,-3.1558402,-6.288768,-9.308995,-3.2842011,-6.366511,-7.1282487,-5.502723,-3.8811312,-7.686899,-2.397824,-6.656608,-2.5885377,-0.43188468,-0.46020672,2.2796597,1.1547878,0.6360321,2.290169,4.036098,2.9850206,1.3245143,2.9429224,happy
-475.0104,64.74805,-11.6566105,8.972135,-1.3624597,-4.3265195,-12.854099,-12.519541,-22.508835,-9.462559,-2.3589678,-9.268343,-0.5677207,-3.7400565,-10.146372,0.1973273,-11.131612,-7.4570036,-3.4312646,-4.085609,-10.389316,-3.643865,-5.62061,-8.4046135,-5.6802435,-2.3884032,-8.855574,-2.6576178,-5.4910474,-4.051358,-3.8324237,-2.5375051,-3.8434284,1.8160137,-0.5659532,4.7380705,1.8876503,1.7308263,0.9016103,2.9001403,happy
-634.87775,77.04579,-2.8813233,18.228151,8.792021,-3.5449212,-2.9235713,-10.810566,-13.933831,-5.671138,-5.5116515,-2.236655,-1.2557417,-8.325458,-2.6647878,-1.7315233,-7.075952,-5.9192863,-3.9966412,-1.0787857,-8.653606,-3.0007675,-3.3646183,-6.336575,-2.606874,-2.3765152,-5.824426,-1.6907818,-3.1245556,-2.4756913,-3.048692,-2.8089988,-3.2685823,-2.9380736,-5.929226,-3.6716664,-2.9941452,-3.0002754,-4.748886,-3.5988865,sad
-670.48425,72.873276,-5.1224165,16.831566,8.073151,-1.8720026,-0.56346905,-9.439885,-12.27223,-6.3696413,-1.7951287,-2.1579025,-1.9174446,-4.019978,-0.8200491,-1.0795549,-4.499712,-3.1682737,-1.8992167,-0.03345491,-7.971951,-1.5145024,-1.4623287,-5.0189357,-1.5053786,-1.4203625,-4.5484543,-1.1193113,-3.7687902,-1.0662379,-1.5668805,-2.068692,-2.52447,-1.6422297,-4.427451,-0.16416536,-2.0172532,-2.4775257,-4.0564156,-3.261261,sad
-707.9433,70.33209,-3.9816368,16.394806,7.665536,-2.1531868,-2.0609133,-8.838734,-12.73049,-4.4454756,-1.1473311,-1.585549,-1.4445825,-3.8576822,-3.1639438,-0.28633493,-5.2824993,-7.181724,-0.7982676,-0.5464985,-7.220852,-2.4526753,-3.4026446,-5.1541767,-1.9493812,-0.9015921,-3.5024416,-0.04203987,-3.7990975,0.21056965,-2.9764132,-4.1611133,-2.1258528,-1.602657,-3.6401584,-0.9943943,-0.97100997,-2.4562793,-4.884325,-3.2111259,sad
-681.6502,69.696846,0.46915486,18.170816,6.870313,-0.44826296,1.3564287,-8.938223,-14.520136,-4.707396,-2.8978689,-3.0332134,-0.14261873,-4.885949,-3.056107,2.1999576,-3.7448206,-5.2094474,-2.0449781,-0.24154097,-7.8430214,-2.4762502,-2.3986206,-4.3600006,-2.43996,-0.75774604,-5.19757,-2.790206,-2.800651,-0.08250828,-2.1095643,-1.934762,-2.4254668,-2.9693751,-4.8703504,-1.9857113,-2.5730886,-2.0088472,-3.2734528,-3.0102918,sad
-624.8101,77.52801,0.09783766,19.884455,8.857916,-3.2568476,-2.22375,-10.291403,-12.763717,-2.6949503,-3.904852,-4.1572266,-0.907989,-7.24711,-2.4668372,0.57413495,-6.842411,-4.4614463,-3.7321234,-0.6985969,-6.7819014,-1.8096282,-3.318017,-6.629781,-2.8193376,-1.5284668,-4.887973,0.33631653,-2.564757,-0.6175801,-3.788155,-1.4543369,-4.1448655,-2.4826803,-5.1396904,-1.8882735,-2.8223004,-3.6318288,-3.686525,-4.2838573,sad
-587.7398,62.540543,-6.0625525,12.954742,4.5477104,-4.493005,-10.604272,-8.7653885,-18.683168,-5.4651875,-2.7438278,-8.550165,0.38453686,-5.978398,-6.335192,1.3707362,-11.189714,-4.1348557,-0.84806895,-3.2920992,-8.0812,-2.4947405,-8.771584,-4.790197,-4.681863,-1.8375655,-5.729276,-2.7981436,-3.22326,-1.6797478,-3.5090318,-3.6319323,-4.192684,-2.524725,-4.7274237,1.0487723,-0.73722327,-2.215904,-4.0107474,-2.2721188,sad
-577.98413,67.7605,-7.0375943,16.876732,4.9397554,-3.4777794,-8.413763,-11.454424,-22.813314,-5.9835215,-2.8746705,-8.92794,0.4575779,-6.9570003,-4.6691775,1.8295954,-8.299769,-5.654137,-3.5582297,-3.1966133,-9.203224,-4.8167734,-3.3349094,-7.440195,-5.8242807,-1.3806399,-8.370972,-1.847254,-4.424057,-2.2289815,-4.326519,-3.1522548,-4.214752,-3.3816924,-4.984261,-2.892626,-0.9237009,-0.7284994,-0.7197327,-0.32175773,sad
-557.87836,62.92364,-5.18009,16.349602,2.8336828,-3.8141267,-8.793596,-11.089685,-19.799898,-4.8437257,-1.6096739,-7.6002574,0.5843583,-7.919229,-4.7873898,1.7478892,-9.882435,-5.459357,-3.4665058,-3.3617272,-8.5848675,-2.6624317,-3.3549588,-7.0483427,-4.0424223,-1.4286568,-7.349901,-0.14223175,-6.040752,-1.1384003,-4.3413706,-3.2771757,-4.8061247,-3.8904321,-4.9389076,-2.5297618,-1.8988776,-3.0847511,-3.9164906,-2.5584526,sad
-490.88266,54.259254,-7.4870563,15.928641,-1.8539724,-3.7620168,-5.56719,-1.9980389,-15.838935,-6.1874022,-1.18815,-6.118937,-0.9479342,-5.9448056,-4.269844,-2.3766725,-7.8854313,-2.5771987,-5.113807,-4.347992,-6.721822,-3.2926986,-5.5671988,-5.238819,-4.341762,-1.6398293,-6.2198873,1.593617,-2.9304256,-1.0795166,0.028551953,-0.5605457,-2.76548,-2.2101164,-3.227792,-0.03012443,-1.7449636,-0.47193116,-4.556301,-1.5693076,angry
-467.40607,52.420807,-7.031423,10.83077,-4.4285545,-4.9068475,-9.143121,-11.159566,-17.296751,-8.546916,-5.920509,-8.759364,-4.677646,-6.181968,-6.1003737,-4.014664,-11.021619,-2.4491909,-7.340503,-5.613894,-5.990827,-3.4721642,-2.7792346,-1.61053,-2.8825753,-0.21246006,-4.124021,-0.28249946,-4.044201,-2.558202,-1.9458947,-2.7863119,-3.1022503,-2.5781817,-3.0257728,1.8418628,-0.08399453,3.4406376,-0.51581943,1.1878488,angry
-547.852,53.038635,-2.017712,13.761202,-0.44743547,-2.0050333,-6.04138,-7.5075955,-15.572765,-4.4823604,-4.1543255,-5.08456,-1.0711081,-6.2513943,-2.5614452,-0.6266862,-8.949374,-3.1533513,-2.5529606,-5.0702133,-7.302488,-2.5135822,-3.8307898,-5.648984,-3.9197464,-2.3185258,-5.9078755,-1.1890649,-3.0683212,-2.2971225,-1.3586401,-1.4731319,-0.9899927,-1.1038346,-2.927123,0.13577816,-1.0961785,-0.61528665,-2.6003432,-0.5058863,angry
-488.1695,54.694916,-3.38642,10.768422,0.12106793,-4.3983693,-5.4454217,-8.1943865,-18.647001,-6.212215,-3.171641,-7.064699,0.1565992,-6.5233245,-5.536565,1.0029275,-11.336968,-1.7971033,-2.1439152,-6.0620465,-7.720647,-0.81195277,-5.34292,-4.437901,-3.8787217,-3.2865834,-7.0405006,-1.9070435,-3.949614,-1.5069284,-1.152414,-1.3249352,-0.043549407,-2.3342502,-3.320681,0.8164156,-1.5101767,1.3624227,-1.9196767,-1.7709218,angry
-281.96075,38.79511,-25.803072,0.3363779,-16.025085,-7.020027,-17.174591,-16.689877,-17.486822,-11.457616,-8.344426,-6.4184804,-9.525339,-8.518446,-6.8829803,-1.9056754,-10.116424,2.852041,2.3586233,5.0361924,4.073009,6.5173197,5.816111,0.5082085,0.11043091,0.84720975,-3.1744661,3.2679214,2.1567721,-1.5196707,-0.5537948,-1.2045082,1.7810972,0.8781955,-3.2669334,2.598818,1.786219,1.583717,-3.336899,-0.3283013,angry
-302.81027,42.156296,-22.560314,4.514766,-11.462322,-9.415368,-14.79127,-8.066682,-22.015171,-11.771349,-7.8800097,-12.188114,-7.0418053,-5.675289,-8.486818,-5.4493494,-17.249435,-8.477712,-7.9987097,-10.332306,-8.854511,-1.5720153,-2.052761,2.8131204,7.420609,7.05046,1.8536468,4.9363847,-2.7083962,1.5019984,4.96396,3.242655,-1.1203109,-0.48797408,-3.0886908,3.3524528,1.9990169,1.5982523,-2.9082038,-0.18081395,angry
-329.68204,37.055607,-18.648388,6.5496383,-9.69645,-6.251557,-13.365949,-8.641983,-21.028406,-8.458945,-4.560714,-10.382031,-3.66144,-5.9766197,-7.696667,-0.7375307,-13.345436,-2.6788087,-4.848446,-5.5952826,-4.244586,-0.098897204,-2.376394,-0.09666196,0.21520151,2.9356775,-0.65228343,0.51225734,-1.2488644,1.2540886,0.83888495,1.2002751,-1.8619778,0.74287385,-0.875441,3.5796962,1.7076283,4.155754,0.9229353,2.9183989,angry
-203.71127,31.237106,-29.7649,-4.1967,-16.171604,-10.366575,-24.224531,-15.5820465,-22.462692,-13.666406,-3.8765845,-12.2436075,-8.562599,-6.6336803,-5.964758,-1.6022565,-8.183718,2.6915336,6.9725285,2.2979763,0.60346043,3.243782,1.9122957,2.6968155,1.0177811,-1.4852363,-6.2742853,-1.2933087,-1.9117942,-0.27756616,-2.7942626,-2.52876,-1.556143,0.25206,-1.7292386,1.584913,0.462563,2.8834336,-2.116397,-2.4053993,angry
-556.8871,65.23701,-0.8844127,15.528003,9.315155,-3.4577765,-4.75956,-9.59,-14.681817,-2.4063625,-4.3896494,-1.3501875,2.8211205,-5.950896,0.2973821,4.5817943,-6.4379387,-3.3915465,-1.7722455,-2.5688562,-6.8432937,-0.932684,-3.9576643,-4.7166314,-2.1382682,-0.5423284,-4.7933087,0.70975775,-5.0846868,-0.92208195,-2.387239,-1.9862175,-3.4390883,-1.6219783,-5.0305634,-2.3776696,-1.0525196,-0.97810495,-1.4736575,0.29152927,fearful
-567.487,65.36763,-8.041981,10.584493,4.971396,-5.184732,-9.513165,-14.307925,-19.514025,-4.8828053,-4.197841,-7.5470443,-0.60285974,-8.201453,-2.8359308,2.733505,-9.388874,-5.664127,-3.4752736,-4.1663737,-7.373289,-2.0395932,-5.7081776,-6.135213,-4.208549,-2.3768969,-6.9168544,-1.0877365,-4.5618896,-3.299412,-4.882916,-1.8697984,-3.2395093,1.0426626,-1.4028858,1.5495741,1.860205,1.6359074,-2.1753232,0.39991143,fearful
-589.57043,65.85815,5.001099,19.115839,8.962849,2.2062829,-3.108552,-7.925137,-11.226555,-1.3120211,-1.8129708,-1.456782,1.5219243,-3.8890405,-0.21205324,3.4482946,-3.8070805,-2.59912,0.52497935,2.1992974,-7.1305637,-0.96669436,-2.4380462,-4.136274,-3.61499,-0.43760645,-4.6607456,0.42927364,-3.1756508,-1.2889688,-2.3439043,-1.1812257,-3.249499,-2.0938494,-4.4605155,-1.9593049,-1.003217,-1.5606551,-3.8304584,-2.798908,fearful
-572.24146,73.23039,-4.453161,18.55243,8.006945,-0.5232409,-4.976837,-13.243358,-13.188245,-1.2169545,-1.4427078,-1.7660652,0.091265045,-4.5880613,0.94868636,0.47156534,-3.6352062,-4.3751264,-0.3132673,1.804372,-8.524256,0.28375867,-3.5729864,-4.476092,-2.719838,-1.9265733,-6.0300803,0.27667552,-4.644814,-1.3391186,-3.1704261,-0.7512247,-5.2249494,-2.9012597,-5.6857753,-1.2584717,-0.80267113,-2.7020063,-4.1529126,-3.7433002,fearful
-381.20517,46.213745,-16.112617,11.222985,0.36505643,2.1569881,-8.653439,-11.128906,-17.983053,-5.915207,-0.6162267,-4.3829827,-1.8227851,-4.616922,-3.6953332,7.343103,-4.2366157,-7.111952,-1.6815709,-3.0429177,-9.075513,0.2842302,-1.9224772,0.1083727,0.63557047,7.518637,0.2721452,5.078389,4.385578,0.9734948,6.291029,6.464178,2.3303049,4.8571825,-2.25272,1.0797628,3.4325092,4.5862064,0.5062136,2.7642055,fearful
-345.00552,53.832165,-23.191202,-2.9327543,1.2612118,-2.2451472,-14.61324,-17.309965,-22.67938,-11.397805,-7.083717,-12.531209,-9.080573,-8.487774,-6.4912763,2.773384,-12.10728,-10.076799,-3.283378,-5.0582123,-9.542676,-2.6077785,1.1848421,4.3669276,6.184859,10.785544,3.1628177,5.892459,3.5916526,5.881636,8.695485,5.88287,0.38548642,-0.21831465,-3.024437,2.8309827,3.3751836,1.1134937,-3.8008182,-1.7252666,fearful
-327.22842,38.104767,-20.15247,-1.2656245,-8.632889,-4.8855963,-13.674494,-19.788265,-20.102554,-11.717586,-5.850871,-10.58945,-9.681366,-8.227257,-8.597699,3.9817805,-12.332334,-7.4992647,-2.867517,-2.4843853,-5.666285,-1.1533223,1.125668,3.8611898,7.8538375,14.166328,6.32716,7.7791333,0.80768394,0.4531463,1.7253754,3.8434975,3.5352385,0.5524951,-3.3429608,2.3689623,3.3272958,2.6127622,-1.2796069,-0.8279185,fearful
-372.55228,51.752296,-19.792763,0.40403166,-2.402372,0.48074082,-16.220163,-15.567818,-19.226673,-13.107581,1.3469815,-9.818463,-8.82035,-8.300779,-7.166811,3.1241071,-11.655762,-8.31805,-1.5688092,-6.4425497,-9.16103,-2.5886478,-0.9226959,1.267657,2.5136192,8.458217,4.3928194,8.428199,6.013502,4.352053,4.7714553,3.5892591,1.6481379,2.3794918,-1.8079562,5.578155,1.1025269,0.88766974,-2.7002602,1.0796396,fearful
-608.10876,74.05153,-3.7700224,12.989513,4.8434834,-0.29351923,-9.097125,-8.4314375,-17.472172,-5.6186976,-0.8769346,-10.0501795,-2.0687003,-8.900199,-1.477001,-3.8332918,-8.542458,-3.86393,-5.618012,-3.0695407,-7.051498,0.5529022,-7.1326275,-3.2201824,-2.9133124,-2.4756932,-4.11897,-0.5368211,-3.9216008,0.91250145,-2.0191698,0.85082126,-2.268557,0.068172045,-2.671215,-0.3710205,-2.4030533,0.28695148,-3.6497047,-1.5190768,disgust
-570.6642,64.868126,-1.0601848,5.2537594,4.068414,-0.17848699,-11.513788,-8.216217,-16.826479,-5.7203794,0.086738,-7.555612,-4.150433,-5.8726606,-2.57203,-3.2435288,-7.0203004,-3.4810524,-2.5431168,-0.6216636,-6.5244083,0.8930847,-8.106054,-2.6590347,-2.851667,-1.8080573,-5.797596,0.56750387,-2.5059354,1.610379,-2.4924617,0.93011594,-2.6437597,-1.1674378,-1.7762377,1.9525924,-0.36796498,1.7902919,-2.0587995,-1.2057016,disgust
-618.0097,81.75966,5.1432557,17.117785,2.1418347,4.1539726,-6.379088,-14.638542,-9.802097,-3.2726498,-3.2458754,-4.104288,-1.3867999,-7.045141,-1.9322544,0.2651501,-7.9521804,-3.035034,-2.6299198,-3.6688445,-10.200774,-0.35239887,-3.5615385,-5.085666,-5.4984856,-2.8122282,-5.3488345,-2.1896958,-3.4652057,-2.1633418,-5.0448036,-2.0846357,-5.3577523,-2.2937584,-5.76242,-1.6528167,-3.059425,-3.6189654,-6.4400353,-3.3960721,disgust
-615.58765,69.54795,-1.447882,13.171683,-0.5882068,4.2653694,-7.17142,-13.238632,-9.752042,-2.0670478,-0.040096577,-5.222174,-0.75940377,-8.1720705,-1.7537231,-0.032990955,-7.716242,-3.2985306,-1.846455,-2.456936,-7.5991096,-2.3206677,-4.411737,-4.5119534,-5.375691,-1.6348438,-5.499183,-0.79974186,-2.4468281,-2.3038588,-4.104646,-2.1760046,-4.6502376,-2.3784773,-5.6742015,-2.720064,-2.561273,-0.80983037,-4.159687,-2.0882215,disgust
-434.45212,53.705254,-3.9677885,-7.0210414,-10.349297,-2.1920695,-15.132009,-20.78881,-17.664001,-10.190953,-5.4927382,-5.026477,-9.43798,-7.408103,-6.6130857,-8.085607,-9.279678,-3.7129185,-9.083761,-5.7248573,-11.2539215,-4.020912,-3.3162472,0.6332503,0.538457,0.7603788,-0.7208218,4.246888,1.8498071,3.3433769,1.7738496,4.5945573,0.29379952,2.4531612,2.2749357,2.2955704,-0.42639488,0.93039626,-2.444202,-0.6022926,disgust
-446.0513,47.95513,-8.209035,1.8928344,-9.66536,-7.9437284,-20.97265,-17.99677,-11.194994,-8.13829,-7.0824857,-8.804702,-9.3637295,-12.187659,-5.0893526,-1.9726957,-11.904508,-1.5314327,-7.3113027,-5.754774,-6.564314,-4.48714,-2.0418434,-1.7282312,-1.6007354,0.5906801,-4.3179564,-1.3856399,-3.2339299,1.4647355,0.9145929,3.3860056,0.94668937,1.4115891,0.36830476,3.4152982,1.3928362,-0.41940653,-4.504748,-1.9832008,disgust
-454.9489,58.291527,12.474754,-0.9419941,-9.75372,0.6303096,-15.958982,-21.417986,-7.2298517,-11.688665,-11.805818,-4.106274,-10.291333,-14.850829,-6.739281,-6.469526,-16.721323,-6.633051,-7.1701794,-7.15895,-10.903409,-5.1929526,-9.226734,-5.221496,-5.987142,0.91363454,-5.680391,4.9376335,-0.14623058,3.223337,0.05556987,0.73368216,-3.8834305,1.3190249,-0.8128047,2.927627,0.74497014,2.405693,0.29468626,1.556977,disgust
-427.76328,59.560143,-1.5502198,-0.33475083,-5.806928,-2.8845139,-19.334208,-21.564363,-11.722755,-8.262382,-9.703202,-8.8869295,-10.214932,-9.008382,-7.657827,-1.3432962,-11.11489,-4.2183604,-5.5111213,-4.9314103,-8.848616,-4.5215774,-5.6634493,-5.345416,-6.7050705,-2.2874777,-6.417493,-0.498655,-0.84883356,2.7938735,1.3018409,2.173336,-0.9392326,0.28241056,-0.18760027,4.1025124,0.41151223,-0.025066346,-1.370596,-0.83332616,disgust
-632.82214,61.79408,-0.5826766,9.617841,5.2318954,-3.1074874,-6.968034,-7.6794157,-11.350557,-7.0204496,-0.3054881,-6.1307673,-1.0003413,-5.7197647,-5.2665553,0.083916344,-9.7242155,-4.4694524,-3.1505075,-3.5455666,-6.556196,-3.434189,-5.2708826,-6.6345806,-2.6908455,-2.0647597,-6.563456,-0.5253424,-4.659638,-2.2137809,-3.8918166,-4.121522,-1.1622301,-1.9549356,-2.7381983,0.47001457,0.2896402,0.24959362,-2.429817,-1.7815094,surprised
